         165190 function calls (158580 primitive calls) in 2.098 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       52    0.000    0.000    0.000    0.000 cache.py:648(make_mask)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1401(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1449(path_hook_for_FileFinder)
       53    0.000    0.000    0.000    0.000 _parser.py:261(get)
       97    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:457(_validate_timestamp_pyc)
        3    0.000    0.000    0.000    0.000 __init__.py:183(sub)
        9    0.000    0.000    0.000    0.000 dataclasses.py:446(add_fn)
        1    0.000    0.000    0.000    0.000 activations.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:1594(__and__)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 fnmatch.py:109(_translate)
      265    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      183    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 configuration_utils.py:1244(layer_type_validation)
        6    0.000    0.000    0.000    0.000 cache.py:358(state)
        3    0.000    0.000    0.000    0.000 dataclasses.py:415(_fields_in_init_order)
       17    0.000    0.000    0.000    0.000 configuration_utils.py:326(_attn_implementation)
      214    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 tokenization_utils_tokenizers.py:577(added_tokens_encoder)
        2    0.000    0.000    0.000    0.000 __init__.py:1122(__getattr__)
        1    0.000    0.000    0.000    0.000 gated_delta.py:8(compute_g)
      205    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        3    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
        1    0.000    0.000    0.000    0.000 tokenizer_utils.py:470(_infer_tool_parser)
       17    0.000    0.000    0.000    0.000 configuration_utils.py:348(_experts_implementation)
       52    0.000    0.000    0.000    0.000 cache.py:112(create_attention_mask)
      147    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       18    0.000    0.000    0.000    0.000 cache.py:593(__new__)
       47    0.000    0.000    0.000    0.000 _parser.py:176(append)
        2    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        9    0.000    0.000    0.000    0.000 configuration_utils.py:537(_get_default_generation_params)
      256    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       46    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
      8/4    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
        3    0.000    0.000    0.000    0.000 activations.py:134(silu)
        1    0.000    0.000    0.000    0.000 tokenizer_utils.py:441(_is_spm_decoder)
       74    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:988(format)
      5/3    0.000    0.000    0.000    0.000 _compiler.py:450(_get_literal_prefix)
      139    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       53    0.000    0.000    0.000    0.000 inspect.py:432(isbuiltin)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       12    0.000    0.000    0.000    0.000 typing.py:1286(__setattr__)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 __init__.py:674(is_dir)
       15    0.000    0.000    0.000    0.000 __init__.py:632(__new__)
       58    0.000    0.000    0.000    0.000 dataclasses.py:651(_init_param)
       52    0.000    0.000    0.000    0.000 generate.py:295(maybe_quantize_kv_cache)
      3/2    0.000    0.000    0.000    0.000 typing.py:1495(__repr__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1331(__init__)
       60    0.000    0.000    0.000    0.000 _parser.py:240(__next)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:648(parent)
        3    0.000    0.000    0.000    0.000 modeling_rope_utils.py:732(_validate_default_rope_parameters)
        2    0.000    0.000    0.000    0.000 __init__.py:1510(info)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:448(cb)
       15    0.000    0.000    0.000    0.000 dataclasses.py:922(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:67(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1131(find_spec)
       86    0.000    0.000    0.000    0.000 dataclasses.py:756(_is_initvar)
        1    0.000    0.000    0.000    0.000 __init__.py:699(format)
        2    0.000    0.000    0.000    0.000 typing.py:1225(__init__)
      2/1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 switch_layers.py:160(SwitchGLU)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
      2/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       14    0.000    0.000    0.000    0.000 __init__.py:261(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1229(__exit__)
        1    0.000    0.000    0.000    0.000 switch_layers.py:202(SwitchMLP)
        2    0.000    0.000    0.000    0.000 typing.py:260(_collect_type_parameters)
       58    0.000    0.000    0.000    0.000 dataclasses.py:579(_field_assign)
       40    0.000    0.000    0.000    0.000 typing.py:1355(__eq__)
       58    0.000    0.000    0.000    0.000 dataclasses.py:294(__init__)
       15    0.000    0.000    0.000    0.000 inspect.py:1343(repl)
       22    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 switch_layers.py:153(__init__)
      5/4    0.000    0.000    0.000    0.000 typing.py:246(_type_repr)
       56    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       12    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1225(__enter__)
       91    0.000    0.000    0.000    0.000 configuration_utils.py:1247(<genexpr>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
      106    0.000    0.000    0.000    0.000 inspect.py:3042(parameters)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
       77    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        6    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
       12    0.000    0.000    0.000    0.000 __init__.py:305(escape)
       13    0.000    0.000    0.000    0.000 typing.py:1212(_is_dunder)
       12    0.000    0.000    0.000    0.000 _regex_core.py:3139(__del__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:985(find_spec)
        3    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
       14    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
       86    0.000    0.000    0.000    0.000 dataclasses.py:762(_is_kw_only)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:1386(_set_model_specific_special_tokens)
        2    0.000    0.000    0.000    0.000 import_utils.py:2540(find_substring)
        1    0.000    0.000    0.000    0.000 qwen3_next.py:58(_precise_swiglu)
       62    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:494(_verbose_message)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       61    0.000    0.000    0.000    0.000 dataclasses.py:419(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
      5/4    0.000    0.000    0.000    0.000 annotationlib.py:1073(type_repr)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:881(__iter__)
        1    0.000    0.000    0.000    0.000 activations.py:572(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:3827(__getattr__)
        3    0.000    0.000    0.000    0.000 modeling_rope_utils.py:900(_check_received_keys)
       30    0.000    0.000    0.000    0.000 import_utils.py:2718(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
       50    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:176(dirname)
        3    0.000    0.000    0.000    0.000 __init__.py:197(_is_internal_frame)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        9    0.000    0.000    0.000    0.000 enum.py:1576(_get_value)
       48    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       26    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       50    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       30    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       17    0.000    0.000    0.000    0.000 qwen3_5.py:302(<genexpr>)
       61    0.000    0.000    0.000    0.000 dataclasses.py:1233(<genexpr>)
        3    0.000    0.000    0.000    0.000 _compiler.py:421(_generate_overlap_table)
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       18    0.000    0.000    0.000    0.000 cache.py:599(__init__)
        2    0.000    0.000    0.000    0.000 copyreg.py:112(_slotnames)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1290(_sanity_check)
        1    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
        3    0.000    0.000    0.000    0.000 glob.py:239(has_magic)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:2314(_get_padding_truncation_strategies)
        3    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.000    0.000 activations.py:9(swiglu)
        1    0.000    0.000    0.000    0.000 fnmatch.py:186(_join_translated_parts)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       10    0.000    0.000    0.000    0.000 _parser.py:293(tell)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 tokenizer_utils.py:430(_match)
       10    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 __init__.py:683(formatMessage)
        9    0.000    0.000    0.000    0.000 glob.py:117(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:1361(__hash__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        1    0.000    0.000    0.000    0.000 __init__.py:677(usesTime)
       34    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       61    0.000    0.000    0.000    0.000 dataclasses.py:1169(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1234(_resolve_name)
        1    0.000    0.000    0.000    0.000 _parser.py:98(closegroup)
        1    0.000    0.000    0.000    0.000 activations.py:92(softplus)
        1    0.000    0.000    0.000    0.000 glob.py:37(iglob)
        1    0.000    0.000    0.000    0.000 tokenizer_utils.py:179(reset)
        1    0.000    0.000    0.000    0.000 qwen3_5.py:24(TextModelArgs)
        1    0.000    0.000    0.000    0.000 tokenization_utils_tokenizers.py:747(set_truncation_and_padding)
       10    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       33    0.000    0.000    0.000    0.000 tokenization_utils_tokenizers.py:400(<lambda>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       11    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
       20    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       15    0.000    0.000    0.000    0.000 _parser.py:256(match)
       11    0.000    0.000    0.000    0.000 _parser.py:164(__len__)
        1    0.000    0.000    0.000    0.000 __init__.py:470(format)
       16    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 import_utils.py:2760(flatten_dict)
        6    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
       18    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       33    0.000    0.000    0.000    0.000 tokenization_utils_tokenizers.py:583(<lambda>)
        6    0.000    0.000    0.000    0.000 cache.py:326(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
        1    0.000    0.000    0.000    0.000 __init__.py:455(usesTime)
       12    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:167(<lambda>)
        1    0.000    0.000    0.000    0.000 qwen3_next.py:26(ModelArgs)
        1    0.000    0.000    0.000    0.000 configuration_qwen3_5.py:24(Qwen3_5TextConfig)
        1    0.000    0.000    0.000    0.000 qwen3_5.py:293(layers)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:166(basename)
        2    0.000    0.000    0.000    0.000 configuration_utils.py:278(name_or_path)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(items)
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        9    0.000    0.000    0.000    0.000 typing.py:175(_type_convert)
        1    0.000    0.000    0.000    0.000 qwen3_5.py:68(__post_init__)
        2    0.000    0.000    0.000    0.000 _compiler.py:412(_simple)
        8    0.000    0.000    0.000    0.000 _parser.py:83(groups)
       10    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 tokenizer_utils.py:454(_is_spm_decoder_no_space)
       13    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:463(_format)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:602(__init__)
        6    0.000    0.000    0.000    0.000 _compiler.py:587(isstring)
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       10    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       12    0.000    0.000    0.000    0.000 constants.py:169(is_offline_mode)
        3    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        2    0.000    0.000    0.000    0.000 __init__.py:1751(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 tokenizer_utils.py:466(_is_bpe_decoder)
        1    0.000    0.000    0.000    0.000 rope_utils.py:10(SuScaledRoPE)
        5    0.000    0.000    0.000    0.000 import_utils.py:2541(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:157(_splitext)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
       12    0.000    0.000    0.000    0.000 glob.py:246(_ishidden)
        3    0.000    0.000    0.000    0.000 configuration_utils.py:286(output_attentions)
        1    0.000    0.000    0.000    0.000 _parser.py:887(_parse_flags)
        1    0.000    0.000    0.000    0.000 qwen3_5.py:348(ModelArgs)
        1    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        3    0.000    0.000    0.000    0.000 annotationlib.py:1114(_get_and_call_annotate)
        1    0.000    0.000    0.000    0.000 configuration_utils.py:282(name_or_path)
        3    0.000    0.000    0.000    0.000 tokenization_utils_base.py:251(__getitem__)
       15    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 qwen3_5.py:360(Model)
       10    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 contextlib.py:363(__exit__)
        1    0.000    0.000    0.000    0.000 qwen3_5.py:271(TextModel)
       14    0.000    0.000    0.000    0.000 __init__.py:350(root)
       11    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 json_tools.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:359(_tail)
        2    0.000    0.000    0.000    0.000 typing.py:1026(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 configuration_auto.py:1117(model_type_to_module_name)
        1    0.000    0.000    0.000    0.000 qwen3_next.py:424(Model)
        1    0.000    0.000    0.000    0.000 typing.py:1276(__getattr__)
        1    0.000    0.000    0.000    0.000 switch_layers.py:27(QuantizedSwitchLinear)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1337(<genexpr>)
       18    0.000    0.000    0.000    0.000 cache.py:610(state)
        3    0.000    0.000    0.000    0.000 dataclasses.py:536(_make_annotate_function)
        3    0.000    0.000    0.000    0.000 dataclasses.py:420(<genexpr>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:184(__reduce__)
        1    0.000    0.000    0.000    0.000 switch_layers.py:93(SwitchLinear)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:656(has_location)
        3    0.000    0.000    0.000    0.000 _parser.py:947(fix_flags)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:2908(_eventual_warn_about_too_long_sequence)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:917(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 configuration_auto.py:1185(__contains__)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:53(normcase)
        1    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
        3    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method math.isnan}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:942(get_filename)
        1    0.000    0.000    0.000    0.000 {method 'no_truncation' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:359(__init__)
        2    0.000    0.000    0.000    0.000 qwen3_5.py:301(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:1150(__setitem__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:750(create_module)
        3    0.000    0.000    0.000    0.000 dataclasses.py:936(_hash_set_none)
        3    0.000    0.000    0.000    0.000 dataclasses.py:437(__init__)
        2    0.000    0.000    0.000    0.000 import_utils.py:2416(<lambda>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1470(current_thread)
        1    0.000    0.000    0.000    0.000 rope_utils.py:73(Llama3RoPE)
        4    0.000    0.000    0.000    0.000 _compiler.py:33(_combine_flags)
        2    0.000    0.000    0.000    0.000 __init__.py:840(filter)
        1    0.000    0.000    0.000    0.000 tokenizer_utils.py:221(<genexpr>)
        1    0.000    0.000    0.000    0.000 qwen3_next.py:65(Qwen3NextRMSNormGated)
        2    0.000    0.000    0.000    0.000 import_utils.py:2417(<lambda>)
        1    0.000    0.000    0.000    0.000 configuration_qwen3_5.py:236(Qwen3_5Config)
        1    0.000    0.000    0.000    0.000 activations.py:25(XieLU)
        1    0.000    0.000    0.000    0.000 __init__.py:1156(__iter__)
        2    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 qwen3_5.py:86(GatedDeltaNet)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method time.time_ns}
        6    0.000    0.000    0.000    0.000 typing.py:1345(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:129(getLevelName)
        2    0.000    0.000    0.000    0.000 import_utils.py:1972(<genexpr>)
        1    0.000    0.000    0.000    0.000 tokenization_utils_tokenizers.py:846(_is_valid_text_input)
        3    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        3    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 import_utils.py:2415(<lambda>)
        3    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 qwen3_next.py:308(Qwen3NextSparseMoeBlock)
        5    0.000    0.000    0.000    0.000 _compiler.py:442(_get_iscased)
        1    0.000    0.000    0.000    0.000 dataclasses.py:336(__set_name__)
        1    0.000    0.000    0.000    0.000 qwen3_next.py:172(Qwen3NextGatedDeltaNet)
        6    0.000    0.000    0.000    0.000 inspect.py:3046(return_annotation)
        2    0.000    0.000    0.000    0.000 import_utils.py:2418(<lambda>)
        1    0.000    0.000    0.000    0.000 qwen3_5.py:202(DecoderLayer)
        1    0.000    0.000    0.000    0.000 qwen3_5.py:236(Qwen3_5TextModel)
        1    0.000    0.000    0.000    0.000 dataclasses.py:705(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1135(name)
        1    0.000    0.000    0.000    0.000 rope_utils.py:128(YarnRoPE)
        1    0.000    0.000    0.000    0.000 switch_layers.py:152(SwiGLU)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:834(__init__)
        2    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 configuration_qwen3_5.py:200(Qwen3_5VisionConfig)
        3    0.000    0.000    0.000    0.000 generate.py:373(<lambda>)
        1    0.000    0.000    0.000    0.000 qwen3_next.py:81(Qwen3NextAttention)
        1    0.000    0.000    0.000    0.000 qwen3_next.py:161(Qwen3NextMLP)
        2    0.000    0.000    0.000    0.000 __init__.py:1354(disable)
        3    0.000    0.000    0.000    0.000 dataclasses.py:359(__init__)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:391(getMessage)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3817(__del__)
        1    0.000    0.000    0.000    0.000 qwen3_5.py:348(__annotate__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 import_utils.py:2419(<lambda>)
        2    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 qwen3_next.py:357(Qwen3NextDecoderLayer)
        1    0.000    0.000    0.000    0.000 qwen3_next.py:392(Qwen3NextModel)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        2    0.000    0.000    0.000    0.000 typing.py:543(__repr__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 glob.py:230(_join)
        2    0.000    0.000    0.000    0.000 tokenization_utils_base.py:662(convert_to_tensors)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 dataclasses.py:177(__repr__)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:300(encodings)
        1    0.000    0.000    0.000    0.000 contextlib.py:361(__enter__)


